From real materials to model Hamiltonians with density matrix  downfolding
Charge Transport in Organic Molecular Semiconductors from First  Principles: The Band-Like Hole Mobility in Naphthalene Crystal
Statistical Design of Chaotic Waveforms with Enhanced Targeting  Capabilities
Mobility gap and quantum transport in functionalized graphene bilayer
Structural details of Al/Al2O3 junctions and their role in formation of  electron tunnel barriers
Tool steel ion beam assisted nitrocarburization
Native point defects of semiconducting layered Bi2O2Se
Non-Gaussian diffusion in static disordered media
Shape dependence of resistance force exerted on an obstacle placed in a  gravity-driven granular silo flow
Non-ergodic delocalized phase in Anderson model on Bethe lattice and  regular graph
A Liquid Crystal Model of Viral DNA Encapsidation
Time-dependent framework for energy and charge currents in nanoscale  systems
Magnetic susceptibility of optimally doped HgBa$_{2}$CuO$_{4+δ}$
Dark state optical lattice with sub-wavelength spatial structure
Defect-driven shape instabilities of bundles
Gradient structure and transport coefficients for strong particles
Coherent excitation of heterosymmetric spin waves with ultrashort  wavelengths
An eigenvalue approach to quantum plasmonics based on a self-consistent  hydrodynamics method
Bubble Assemblies in Ternary Systems with Long Range Interaction
Competing phases and topological excitations of spin-one pyrochlore  antiferromagnets
Berezinskii-Kosterlitz-Thouless and Vogel-Fulcher-Tammann criticality in  $\mathrm{XY}$ model
Proximity and Josephson effects in microstructures based on multiband  superconductors
Statistical analysis of random trajectories of vibrated disks: towards a  macroscopic realization of Brownian motion
Computationally efficient phase-field studies combining simulation  sampling and statistical analysis
Emergent pseudospin-1 Maxwell fermions with a threefold degeneracy in  optical lattices
Observation of bulk nodal lines in topological semimetal ZrSiS
Folding time dependence of the motions of a molecular motor diluted  inside an amorphous medium
Stimuli Thresholds for Isomerization-induced Molecular Motions in  Azobenzene Containing Materials
A simple diatomic potential that prevents crystallization in supercooled  liquids simulations
Arcsine Laws in Stochastic Thermodynamics
How does the motion of the surrounding molecules depend on the shape of  a folding molecular motor ?
Evolution of Structure and Magnetic Properties of Cu2MnBO5 under Partial  Mn3+->Fe3+ Substitution
Adatom pair distribution up to half coverage: O-Pd(100)
Spin transport in two-layer-CVD-hBN/graphene/hBN heterostructures
Optically discriminating carrier-induced quasiparticle band gap and  exciton energy renormalization in monolayer MoS2
Dephasing in Mach-Zehnder interferometer by an Ohmic contact
Anisotropic Thermal Conductivity of 4H and 6H Silicon Carbide Measured  Using Time-Domain Thermoreflectance
XXZ-Ising model on the triangular kagome lattice with spin-1 on the  decorated trimers
The Nature of Bonding in Bulk Tellurium Composed of One-Dimensional  Helical Chains
Accurate analysis for harmonic Hall voltage measurement for spin-orbit  torques
Double Fe-impurity charge state in the topological insulator  Bi$_2$Se$_3$
New carbon allotropes in sp + sp$^3$ bonding networks consisting of  C$_8$ cubes
Phase-resolved Spin-Wave Tomography
A Thermal Gradient Approach for the Quasi-Harmonic Approximation and its  Application to Improved Treatment of Anisotropic Expansion
Particle-hole symmetry reveals failed superconductivity in the metallic  phase of two-dimensional superconducting films
Additivity of multiple heat reservoirs in Langevin equation
Trend reversal in the magnetic-field dependence of exciton spin-transfer  rates in diluted magnetic semiconductors due to non-Markovian dynamics
The balance of growth and risk in population dynamics
Renormalization of single-ion magnetic anisotropy in the absence of  Kondo effect
Polarization dependence of the third-harmonic generation in multiband  superconductors
Band structure of CuMnAs probed by optical and photoemission  spectroscopy
Work fluctuation theorems and free energy from kinetic theory
Broadband pump-probe study of biexcitons in chemically exfoliated  layered WS$_{2}$
Heterogeneous continuous time random walks
Wear Analysis of a Heterogeneous Annular Cylinder
Directed Self-Assembly of Polarizable Ellipsoids in an External Electric  Field
In-situ formation of SiGe alloy by electron beam evaporation and the  effect of post deposition annealing on the energy band gap
Superconductivity-insensitive order at $q$~1/4 in electron doped  cuprates
Role of charge regulation and flow slip on the ionic conductance of  nanopores: an analytical approach
Ultrafast modification of Hubbard $U$ in a strongly correlated material:  ab initio high-harmonic generation in NiO
Classifying transport behavior via current fluctuations in open quantum  systems
Stochastic simulation of destruction processes in self-irradiated  materials
Resonant inelastic x-ray scattering probes the electron-phonon coupling  in the spin-liquid kappa-(BEDT-TTF)2Cu2(CN)3
Magnetocaloric Effect and Magnetic refrigeration: analytic and numeric  study
Multiscale modelling and homogensation of fibre-reinforced hydrogels for  tissue engineering
Electrooxidation of a cobalt based steel in LiOH: a non-noble metal  based electro-catalyst suitable for durable water-splitting in an acidic  milieu
Calculation of secondary electron emission yields from low-energy  electron deposition in tungsten surfaces
Intrinsic localized modes in two atomic chain; reduction of cubic  anharmonicity for gap modes
Finite size and volume effects in line node semimetals: a  first-principles investigation
Quantitative evaluation of the piezoelectric response of unpoled  ferroelectric ceramics from elastic and dielectric measurements: tetragonal  BaTiO$_3$
Supersymmetry Breaking and Nambu-Goldstone Fermions in Interacting  Majorana Chains
Light-induced new collective modes in La$_{1.905}$Ba$_{0.095}$CuO$_4$  superconductor
A Non-Perturbative Method to Compute Thermal Correlations in  One-Dimensional Systems
Protonation induced high-Tc phases in iron-based superconductors  evidenced by NMR and magnetization measurements
Bosonic Integer Quantum Hall States without Landau Levels on Square  Lattice
Large Deviation Function for a Driven Underdamped Particle in a Periodic  Potential
Negative Differential Mobility in Interacting Particle Systems
Elasto-plastic models of the yielding transition with stress-dependent  transition rates
Consistent hydrodynamic theory of chiral electrons in Weyl semimetals
Recipes for improper ferroelectricity in hybrid perovskites
Residence time of symmetric random walkers in a strip with large  reflective obstacles
Dynamical phase transitions at finite temperature from fidelity and  interferometric Loschmidt echo induced metrics
Direct observation and rational design of nucleation behavior in  addressable self-assembly
Effect of crystalline anisotropy on vertical (-201) and (010) beta-Ga2O3  Schottky barrier diodes on EFG single-crystal substrates
Predicting the Volumes of Crystals
Superconducting Metamaterials
An effect of Sm vacancies on the hybridization gap in topological Kondo  insulator candidate SmB$_6$
A self-contained algorithm for determination of solid-liquid equilibria  in an alloy system
Near-deterministic activation of room temperature quantum emitters in  hexagonal boron nitride
The Markov Process Admits a Consistent Steady-State Thermodynamic  Formalism
Unveiling the arrow of time from Newton's laws: a possible Loschmidt's  paradox solution
Influence of Bi addition on the property of Ag-Bi nano-composite  coatings
A geometric description of blackbody-like systems in thermodynamic  equilibrium
New strategy for black phosphorus crystal growth through ternary  clathrate
A two-channel model for Spin-relaxation noise
Topological Phase Transitions and Quantum Hall Effect in the Graphene  Family
Direct measurement of short-range forces with a levitated nanoparticle
Synthetic Landau levels and spinor vortex matter on Haldane spherical  surface with magnetic monopole
Self-trapping under the two-dimensional spin-orbit-coupling and  spatially growing repulsive nonlinearity
Evolution of amorphous carbon across densities: an inferential study
Entropy stabilizes floppy crystals of mobile DNA-coated colloids
Negative thermal expansion near two structural quantum phase transitions
Topologically protected interface phonons in two-dimensional  nanomaterials: hexagonal boron nitride and silicon carbide
Tensor Renormalization Group with Randomized Singular Value  Decomposition
From Multiple Nodal Chain to Dirac/Weyl Semimetal and Topological  Insulator in Ternary Hexagonal Materials
In situ photoemission electron spectroscopy study of nitrogen ion  implanted AISI-H13 steel
One-way topological edge states in nonlinear gyroscopic phononic  crystals
Kinetic Theory for Matter Under Extreme Conditions
Generating scalable entanglement of ultracold bosons in superlattices  through resonant shaking
Circular dichroism of chiral Majoranas
Raman spectroscopy of optical phonon and incommensurate charge density  wave modes in 2H-TaSe2 exfoliated flakes
Experimental observation of hidden Berry curvature in  inversion-symmetric bulk 2H-WSe2
Soliton induced critical current oscillations in two-band  superconducting bridges
Spatially Inhomogeneous Superconducting State near $H_{\rm c2}$ in  UPd$_2$Al$_3$
A k.p treatment of edge states in narrow 2D topological insulators, with  standard boundary conditions for the wave function and its derivative
Coalescence of Two Impurities in a Trapped One-dimensional Bose Gas
Linear behavior of the optical conductivity and incoherent charge  transport in BaCoS2
Optical spectroscopy of excited exciton states in MoS2 monolayers in van  der Waals heterostructures
Current fluctuations across a nanopore
Peculiarities of the electronic transport in half-metallic Co-based  Heusler alloys
Studies of CoFeB crystalline structure grown on PbSnTe topological  insulator substrate
Laboratory X-ray Study of the Phospholipid Monolayers at the Water  Surface
How to pin down the pairing interaction for high Tc superconductivity in  cuprates
Influence of deformation and annealing twinning on the microstructure  and texture evolution of face-centered cubic high-entropy alloys
Chemical Bond-Based Representation of Materials
Dynamic correlations in the highly dilute 2D electron liquid: loss  function, critical wave vector and analytic plasmon dispersion
Competition between spin-orbit coupling, magnetism, and dimerization in  the honeycomb iridates: $α$-Li$_{2}$IrO$_{3}$ under pressure
Topological phase transition in a stretchable photonic crystal
Description of Brownian motion including both kinetic and hydrodynamic  effects
Majorana bound states in hybrid 2D Josephson junctions with  ferromagnetic insulators
Transition state redox during dynamical processes in semiconductors and  insulators
Records of entropy production in an electronic double dot
Dynamical properties of the $S=\frac{1}{2}$ random Heisenberg chain
Roughening of $k$-mer growing interfaces in stationary regimes
Phonon impact on optical control schemes of quantum dots: The role of  quantum dot geometry and symmetry
Tuning the relaxation dynamics of ultracold atoms with an optical cavity
Probing the Fluctuation-Dissipation Theorem in a Perrin-like Experiment
Electron effective mass in unintentionally doped In$_{0.33}$Ga$_{0.67}$N  determined by mid-infrared optical Hall effect
Crossover between the Gaussian orthogonal ensemble, the Gaussian unitary  ensemble, and Poissonian statistics
Tunable Emergent Heterostructures in a Prototypical Correlated Metal
Facile synthesis of potassium intercalated p-terphenyl and signatures of  a possible high Tc phase
Enhanced diffusion in finite-size simulations of a fragile diatomic  glass former
Mutual friction in superfluid $^3$He-B in the low-temperature regime
The Inner Phases of Colloidal Hexagonal Ice
Degree of coupling and efficiency of energy converters  far-from-equilibrium
Large deviations in the presence of cooperativity and slow dynamics
Information measures for a local quantum phase transition: Lattice  fermions in a one-dimensional harmonic trap
Exact solution of a two-species quantum dimer model for pseudogap metals
High-field mobility in graphene on substrate with a proper inclusion of  the Pauli exclusion principle
Parton theory of magnetic polarons: Mesonic resonances and signatures in  dynamics
Two-dimensional semimetal in HgTe quantum well under hydrostatic  pressure
3D non-Fermi liquid behavior from 1D quantum critical local moments
Magneto-elastic coupling in Fe-based superconductors
Anomalous magneto-elastic coupling in Au-doped BaFe2As2
Tunable hybridization of Majorana bound states at the quantum spin Hall  edge
Deep Neural Networks for Accurate Predictions of Garnet Stability
Many body localization proximity effects in platforms of coupled spins  and bosons
Lattice thermal transport in group II-alloyed PbTe
Even denominator fractional quantum Hall states at an isospin transition  in monolayer graphene
Phase separation of self-propelled ballistic particles
Reply to "Comment on "Systematic Construction of Counterexamples to the  Eigenstate Thermalization Hypothesis"" by Mondaini et.al
The hierarchical Green function approach to the two-dimensional Hubbard  model
Probing the phase diagram of cuprates with YBa$_2$Cu$_3$O$_{7-δ}$  thin films and nanowires
Superconductivity in the ternary compound SrPt$_{10}$P$_4$ with complex  new structure
TEM Nanosculpting of Topological Insulator Bi$_2$Se$_3$
Nonreciprocal current in noncentrosymmetric Rashba superconductors
Strong Disorder Real-Space Renormalization for the Many-Body-Localized  phase of random Majorana models
Topological Line Defects around Graphene Nanopores for DNA Sequencing
Partial entropy production in heat transport
Two dimensional topological insulator in quantizing magnetic fields
Contrasting behavior of covalent and molecular carbon allotropes exposed  to extreme ultraviolet and soft x-ray free-electron laser radiation
On detection and annihilation of spherical virus embedded in a fluid  matrix at low and moderate Reynolds number
Comment on: "Fluctuation Theorem for Many-Body Pure Quantum States" and  Reply to "arXiv:1712.05172"
Landau levels, response functions and magnetic oscillations from a  generalized Onsager relation
Novel magnetoresistance features in HgSe single crystal with low  electron concentration
Mixed-order phase transition in a colloidal crystal
First-principles investigation of magnetocrystalline anisotropy  oscillations in Co$_{2}$FeAl/Ta heterostructures
Dual Origin of Room Temperature Sub-Terahertz Photoresponse in Graphene  Field Effect Transistors
Interfacial Strain Effects on Lithium Diffusion Pathways in the Spinel  Solid Electrolyte Li-Doped MgAl$_2$O$_4$
Multi-scale coarse-graining for the study of assembly pathways in  DNA-brick self assembly
Polariton condensation in $S$- and $P$-flatbands in a two-dimensional  Lieb lattice
Concurrence of dynamical phase transitions at finite temperature in the  fully connected transverse-field Ising model
Normal stresses, contraction, and stiffening in sheared elastic networks
Collective modes of an imbalanced unitary Fermi gas
Path integral representation for the Hubbard model with reduced number  of Lefschetz thimbles
Electrostatic analogy of the Jackiw-Rebbi zero energy state
Formation of single-phase disordered CsxFe2-ySe2 at high pressure
Critical behavior of active Brownian particles
Exact Renormalization Groups as a form of Entropic Dynamics
Thermal contact through a two-temperature kinetic Ising chain
Computational Investigation of Inverse-Heusler compounds for Spintronics  Applications
Modeling of Multicomponent Three-Dimensional Vesicles
Phase transitions in a system of hard $Y$-shaped particles on the  triangular lattice
Quantum thermodynamics of the resonant-level model with driven  system-bath coupling
Anisotropic-cyclicgraphene: A new two-dimensional semiconducting carbon  allotrope
Topology from Triviality
Semiclassical theory of the tunneling anomaly in partially  spin-polarized compressible quantum Hall states
Macro-spin Modeling and Experimental Study of Spin-orbit Torque Biased  Magnetic Sensors
The role of nonmagnetic d0 vs. d10 B-type cations on the magnetic  exchange interactions in osmium double perovskites
Effect of FePd alloy composition on the dynamics of artificial spin ice
Avalanches and Criticality in Driven Magnetic Skyrmions
Dynamic quantum kagome ice
Dynamical Equilibration of Topological Properties
Exploration of the High Entropy Alloy Space as a Constraint Satisfaction  Problem
Effects of non-Hermitian perturbations on Weyl Hamiltonians with  arbitrary topological charges
Engineering Entropy for the Inverse Design of Colloidal Crystals from  Hard Shapes
Relevance of Packing to Colloidal Self-Assembly
Magnetic-field-controlled negative differential conductance in graphene  npn junction resonators
Bulk band inversion and surface Dirac cones in LaSb and LaBi :  Prediction of a new topological heterostructure
Realization of low-energy Dirac fermions in (Ir$_{1-x}$Pt$_x$)Te$_2$  superconductors
Structural distortions in monolayers of binary semiconductors
Stability of solitons in time-modulated two-dimensional lattices
Spontaneous Ferroelectricity in Strained Low-Temperature Monoclinic  Fe3O4: A First-Principle Study
Four-band insulator on a $\mathbb{Z}_2$ domain wall: an analytically  solvable model for the interface between trivial and topological 2D  insulators
Microscopic mechanism for the unusual antiferromagnetic order and the  pressure-induced transition to ferromagnetism in USb$_2$
Effects of two-loop contributions in the pseudofermion functional  renormalization group method for quantum spin systems
Effects of high energy proton irradiation on the superconducting  properties of Fe(Se,Te) thin films
Spin waves in coupled YIG/Co heterostructures
The electroluminescent properties based on bias polarity of the  epitaxial graphene/aluminium SiC junction
First-principles quantitative prediction of the lattice thermal  conductivity in random semiconductor alloys: the role of force-constant  disorder
Comparison of different concurrences characterizing photon-pairs  generated in the biexciton cascade in quantum dots coupled to microcavities
A simple ansatz for the study of velocity autocorrelation functions in  fluids at different timescales
Suppression of electron spin decoherence in Rabi oscillations induced by  an inhomogeneous microwave field
Soft phonon modes driven huge difference on lattice thermal conductivity  between topological semimetal WC and WN
Cu metal / Mn phthalocyanine organic spinterfaces atop Co with high spin  polarization at room temperature
On the mixing time in the Wang-Landau algorithm
Influence of the random walk finite step on the first-passage  probability
Vibrational Energy Transfer from Photo-Excited Carbon Nanotubes to  Proteins Observed by Coherent Phonon Spectroscopy
Many-body localization of bosons in optical lattices
The glass transition of soft colloids
Third order perturbed modified Heisenberg Hamiltonian of fcc structured  ferromagnetic films with seventy spin layers
Enhancing Superconductivity by Disorder
Electro-optical properties of Cu$_2$O in the regime of Franz-Keldysh  oscillations
Spin-strain interaction in nitrogen-vacancy centers in diamond
Narrow-band tunable THz detector in antiferromagnets via Néel  spin-orbit torque and spin-transfer torque
A new kinetic theory model of granular flows that incorporates particle  stiffness
Spin and pseudospin towers of the Hubbard model on a bipartite lattice
The ultrafast dynamics and conductivity of photoexcited graphene at  different Fermi energies
Direct Observation of the Reciprocity between Spin Current and Phonon  Interconversion
Exact results for the finite time thermodynamic uncertainty relation
Revealing the correlation between real-space structure and chiral  magnetic order at the atomic scale
Phonon anomalies in FeS
Normal stresses in semiflexible polymer hydrogels
Zero-bias anomaly in nano-scale hole-doped Mott insulators on a  triangular silicon surface
Anomalous low-temperature enhancement of supercurrent in  topological-insulator nanoribbon Josephson junctions: evidence for low-energy  Andreev bound states
Electrical Reservoirs for Bilayer Excitons
Reentrant superconductivity in a composite formed by YBa$_2$Cu$_3$O$  _{7-δ}$ and Ammonium Terbium Oxalate
Can Topological Transitions be Exploited to Engineer Intrinsically  Quench-resistant Wires?
Stability of Anomalous Floquet Insulators
Grain boundary complexions and the strength of nanocrystalline metals:  Dislocation emission and propagation
Learning Free Energy Landscapes Using Artificial Neural Networks
Orphan spins and bound in-gap states in the $S={5\over2}$  antiferromagnet CaFe$_{2}$O$_{4}$
Large isotropic negative thermal expansion above a structural quantum  phase transition
Shear-banding and superdiffusivity in entangled polymer solutions
Evidence for nodal superconductivity in a layered compound  Ta$_4$Pd$_3$Te$_{16}$
Superior valley polarization and coherence of 2s excitons in monolayer  WSe2
Microscopic Description of Electric and Magnetic Toroidal Multipoles in  Hybrid Orbitals
Spin valley Hall effects in transition-metal dichalcogenides
Peculiar bonding associated with atomic doping and hidden honeycombs in  borophene
Topological phases on the hyperbolic plane: fractional bulk-boundary  correspondence
In-situ TEM observation of preferential amorphization in single crystal  Si nanowire
Linear magnetoresistance in the charge density wave state of  quasi-two-dimensional rare-earth tritellurides
Magnon-induced superconductivity in field-cooled spin-1/2  antiferromagnets
Imaging Pulsed Laser Deposition oxide growth by in-situ Atomic Force  Microscopy
Compression of Wannier functions into Gaussian-type orbitals
Electron charge and spin delocalization revealed in the optically probed  longitudinal and transverse spin dynamics in $n$-GaAs
Spin Hall and spin swapping torques in diffusive ferromagnets
Strain-induced effects on band-to-band tunnelling and trap-assisted  tunnelling in Si examined by experiment and theory
Tailoring the Electronic and Magnetic Properties of Peculiar  triplet-ground-state Polybenzoid Triangulene
Odd-frequency pairing and Kerr effect in the heavy-fermion  superconductor UPt$_3$
Generation of a localized microwave magnetic field by coherent phonons  in a ferromagnetic nanograting
Strong spin-phonon coupling unveiled by coherent phonon oscillations in  Ca2RuO4
$^{89}$Y nuclear spin-lattice relaxation in SrY$_2$O$_4$:Ho$^{3+}$  single crystals
Experimental Observation of Dirac Nodal Links in Centrosymmetric  Semimetal TiB$_2$
Classification of Magnetic Forces on Antiferromagnetic Domain Wall
A Novel Effect of Electron Spin Resonance on Electrical Resistivity
Odd-frequency Superconductivity Revealed by Thermopower
Scaling laws during collapse of a homopolymer: Lattice versus  off-lattice
Probing the spatiotemporal dynamics of catalytic Janus particles with  single-particle tracking and differential dynamic microscopy
Schramm-Loewner evolution and perimeter of percolation clusters of  correlated random landscapes
Spin polarization through Floquet resonances in a driven central spin  model
Nematic director fields and topographies of shells of revolution
Stability of the Weyl-semimetal phase on the pyrochlore lattice
Actomyosin contraction induces droplet motility
Non-uniform carrier density in Cd$_3$As$_2$ evidenced by optical  spectroscopy
The skyrmion-bubble transition in a ferromagnetic thin film
Qualitative Stability and Synchronicity Analysis of Power Network Models  in Port-Hamiltonian Form
On the theory of the Schroedinger equation with the full set of  relativistic corrections
Critical Casimir effects in 2D Ising model with curved defect lines
Infinite coherence time of edge spins in finite-length chains
Interplay between pairing and correlations in spin-polarized bound  states
Helical thermoelectrics and refrigeration
Adequacy of Si:P Chains as Fermi-Hubbard Simulators
Determining the thickness and modulus of the nano-metric interphase  region using macroscopic modulus data in exfoliated polymer-clay  nanocomposites
Superconducting and normal-state anisotropy of the doped topological  insulator Sr$_{0.1}$Bi$_2$Se$_3$
Fibonacci Topological Superconductor
Non-Perturbative Dynamical Effects in Nearly Scale Invariant Systems:  The Action of Breaking Scale Invariance
Nontrivial temperature behavior of the carrier concentration in the  nanostructure "graphene channel on ferroelectric substrate with domain walls"
Near-field refrigeration and tunable heat exchange through four-wave  mixing
Active Brownian particles climb up activity gradient to reach the fuel  source
Momentum-Space Cluster Dual Fermion Method
Crossover from Jamming to Clogging Behaviors in Heterogeneous  Environments
Observation of spin-orbit magnetoresistance in metallic thin films on  magnetic insulators
Revealing the Coulomb interaction strength in a cuprate superconductor
Enhanced third-order optical nonlinearity driven by surface-plasmon  field gradients
Extremely large magnetoresistance and high-density Dirac-like fermions  in ZrB2
Heating in integrable time-periodic systems
An efficient thermal diode with ballistic spacer
Mechanical Twinning in Phosphorene
Disorder quenching of the Charge Density Wave in ZrTe3
Photon-induced tunability of the thermospin current in a Rashba ring
Periodic chiral magnetic domains in single-crystal nickel nanowires
Direct Determination of Exciton Wave Function Amplitudes by the  Momentum-Resolved Photo-Electron Emission Experiment
Geometrically enhanced closed-loop multi-turn sensor devices that enable  reliable magnetic domain wall motion
First principles study of edge carboxylated graphene quantum dots
Strain- and Adsorption-Dependent Electronic States and Transport or  Localization in Graphene
Structural features of PbSe nanoparticles produced within the silicate  glasses
Diagnosing the magnetic field-tuned symmetry nature of the topological  electrons by conductance fluctuations in bulk-insulating BiSbTeSe2 devices
Uncompensated Antiferromagnetic Ordering of UAu$_2$Si$_2$ Studied by  $^{29}$Si-NMR
Large deformation and instability of soft hollow cylinder with surface  effects
Direct Rashba spin-orbit interaction in Si and Ge nanowires with  different growth directions
Effective gauge field theory of spintronics
Switching of magnons by electric and magnetic fields in multiferroic  borates
Combining phase field crystal methods with a Cahn-Hilliard model for  binary alloys
Disorder perturbed Flat Bands I: Level density and Inverse Participation  Ratio
Majorana non-locality in hybrid nanowires
Correlation Effects in the Quench-Induced Phase Separation Dynamics of a  Two-Species Ultracold Quantum Gas
Angular Momentum of a Bose-Einstein Condensate in a Synthetic Rotational  Field
Magnetic field gradient driven dynamics of isolated skyrmions and  antiskyrmions in frustrated magnets
Nontrivial transition of transmission in a highly open quantum point  contact in the quantum Hall regime
Single Polymer Dynamics for Molecular Rheology
Entanglement hamiltonian and entanglement contour in inhomogeneous 1D  critical systems
Visible evidence to magnetism of graphene oxide
Incipient Metals: Functional Materials with a Unique Bonding Mechanism
Abelian Chern-Simons Theory for the Fractional Quantum Hall Effect in  Graphene
Persistent coherent response from dressed excitations in an optimally  doped cuprate
Tuning the Interfacial Charge, Orbital and Spin Polarization Properties  in La0.67Sr0.33MnO3/ La1-xSrxMnO3 Bilayers
Pyrochlore Oxide Superconductor Cd2Re2O7 Revisited
A bulk-boundary correspondence for dynamical phase transitions in  one-dimensional topological insulators and superconductors
Detecting sign-changing superconducting gap in LiFeAs using  quasiparticle interference
Magnetoconductivity of type-II Weyl semimetals
Dominant role of the shear strain induced admixture in spin-flip  processes in self-assembled quantum dots
Quantum Confinement and Heavy Surface States of Dirac Fermions in  Bismuth (111) Films: an Analytical Approach
A nonlinear capillarity-driven grain growth in polycrystalline materials
Topological Mott Insulator with Bosonic Edge Modes in 1D Fermionic  Superlattices
Superconductivity in Few-Layer Stanene
A condition for long-range order in discrete spin systems with  application to the antiferromagnetic Potts model
Hidden phase in parent Fe-pnictide superconductors
Kardar-Parisi-Zhang universality in the phase distributions of  one-dimensional exciton-polaritons
Dimensionality, nematicity and Superconductivity in Fe-based systems
Simulations of Coulomb systems confined by polarizable surfaces using  periodic Green functions
Overcharging and reentrant condensation of thermoresponsive ionic  microgels
Quantitative magneto-optical investigation of superconductor/ferromagnet  hybrid structures
Josephson junctions of multiple superconducting wires
Observation of non-Fermi liquid behavior in hole doped Eu2Ir2O7
Counterion-release entropy governs the inhibition of serum proteins by  polyelectrolyte drugs
A review about w{ü}stite Fe 1-z O, pseudo-phases and defect clustering
Conventional Superconductivity in Type II Dirac Semimetal PdTe$_2$
Theoretical investigation of excitonic magnetism in LaSrCoO$_{4}$
Discrete disorder models for many-body localization
Spin-orbit torque magnetometry by wide-field magneto-optical Kerr effect
Essential Properties of Fluorinated Graphene and Graphene Nanoribbons
Calculating eigenvalues of many-body systems from partition functions
Droplet formation in a one-dimensional system of attractive spinless  fermions
Dynamics and Hall-edge-state mixing of localized electrons in a  two-channel Mach-Zehnder interferometer
Finite Size Effects in Highly Scaled Ruthenium Interconnects
Semi-classical generalized Langevin equation for equilibrium and  nonequilibrium molecular dynamics simulation
Influence of weak reversible cross-linkers on entangled polymer melt  dynamics
Prediction of a large-gap and switchable Kane-Mele quantum spin Hall  insulator
Fabrication of (111)-Faced Single-Crystal Diamond Plates by Laser  Nucleated Cleaving
Gate control of spin-polarized conductance in alloyed transition metal  nano-contacts
`Sinking' in a bed of grains activated by shearing
Surface Piezoelectricity and Strain-Dependent Surface Distortions in  Sapphire
Manipulating magnetoelectric effect -- Essence learned from  Co$_4$Nb$_2$O$_9$
Tunable artificial vortex ice in nanostructured superconductors with  frustrated kagome lattice of paired antidots
Critical phenomena at the complex tensor ordering phase transition
Deformation and Stability of Surface States in Dirac semimetals
Tracer particle diffusion in a system with hardcore interacting  particles
Mechanism of the single-pulse ablative generation of laser induced  periodic surface structures
Study of anyon condensation and topological phase transitions from a  $\mathbb{Z}_4$ topological phase using Projected Entangled Pair States
A Local Quantum Phase Transition in YFe$_{2}$Al$_{10}$
Biparametric complexities and the generalized Planck radiation law
Rank Distributions: Frequency vs. Magnitude
