`Quick-and-dirty' ultrastable computer glasses
Effective Forces in Thermal Amorphous Solids with Generic Interactions
Repulsive Fermi Polarons and Their Induced Interactions in Binary  Mixtures of Ultracold Atoms
On the combinatorics of exclusion in Haldane fractional statistics
Solving NP-hard problems with bistable polaritonic networks
Combined cluster and atomic displacement expansion for solid solutions  and magnetism
Monte Carlo simulations of a disordered superconductor-metal quantum  phase transition
Unconventional transport in low-density two-dimensional Rashba systems
First-principle prediction of the existence of C64-graphyne and its  nitrogen and boron substitutions
Pressure Induced Compression of Flatbands in Twisted Bilayer Graphene
Layer k-projection and unfolding electronic bands at interfaces
Bragg Coherent Modulation Imaging: Strain- and Defect- Sensitive Single  Views of Extended Samples
3BrY nucleation: from dimers to needle-like clusters
Interaction of domain walls and vortices in the two-dimensional O(2) and  O(3) principal chiral models
Antagonistic Phenomena in Network Dynamics
Mobile Dopants in Inhomogeneous Superconductors
Raman fingerprint of two terahertz spin wave branches in a  two-dimensional honeycomb Ising ferromagnet
Mechanical Properties of Pristine and Defective Carbon-Phosphide  Monolayers: A Density Functional Tight-Binding Study
Rare earth size dependence on structural, electronic and magnetic  properties of R2NiMnO6 double perovskites
Synthesizing and Controlling Helical Indirect Exchange Interactions at  Nonequilibrium
The generalized gradient approximation kernel in time-dependent density  functional theory
Nonuniversality of heat engine efficiency at maximum power
Crystal Growth and Characterization of HgBa2Ca2Cu3O8+δ  Superconductor with the Highest Critical Temperature at Ambient Pressure
Out-of-equilibrium dynamical equations of infinite-dimensional particle  systems
Effect of multiband transport on charge carrier density fluctuations at  the LaAlO$_3$/SrTiO$_3$ interface
Drift induced by dissipation
Spin-flip scattering in chiral induced spin selectivity using the  Riccati equation
Generalized Langevin dynamics: Construction and numerical integration of  non-Markovian particle-based models
Depolarization of Electronic Spin Qubits Confined in Semiconductor  Quantum Dots
Stark Effect of Hybrid Charge Transfer States at Planar ZnO/Organic  Interfaces
Transport Properties and Finite Size Effects in $β$-Ga$_2$O$_3$ Thin  Films
Adhesion dynamics of confined membranes
Pseudospin Hall effect of topological fermions with an arbitrary  pseudospin
