Mottness on a triangular lattice
Shot Noise Probing of Magnetic Ordering in Zigzag Graphene Nanoribbons
Synthesis of Silver Colloids: Experiment and Computational Model
Pressure Effects in Supercooled Water: Comparison between a 2D Model of  Water and Experiments for Surface Water on a Protein
Effect of the tetrahedral distortion on the electronic properties of  iron-pnictides
Exact stochastic Liouville and Schrödinger equations for open  systems
A comparative study of CO adsorption on flat, stepped and kinked Au  surfaces using density functional theory
Optical probe of carrier doping by X-ray irradiation in organic dimer  Mott insulator $κ$-(BEDT-TTF)$_{2}$Cu[N(CN)$_{2}]$Cl
Superconductivity in heavily boron-doped silicon carbide
Real Time Electron Tunneling and Pulse Spectroscopy in Carbon Nanotube  Quantum Dots
Lattice disorder and Ferromagnetism in La0.67Ca0.33MnO3 nanoparticle
Tuning of tunneling current noise spectra singularities by localized  states charging
Proximity-induced superconductivity in graphene
Field induced spin ice like orders in spin liquid Tb$_2$Ti$_2$O$_7$
The thermodynamics and roughening of solid-solid interfaces
Anomalous behavior of the Debye temperature in Fe-rich Fe-Cr alloys
Extinction of coherent backscattering by a disordered photonic crystal  with a Dirac spectrum
Finite size effect of harmonic measure estimation in a DLA model:  Variable size of probe particles
On the possibility of tunable-gap bilayer graphene FET
Time dependent correlations in a supercooled liquid from nonlinear  fluctuating hydrodynamics
Magnetic Order Beyond RKKY in the Classical Kondo Lattice
Sequential resonant tunneling in quantum cascade lasers
Optimal Modification Factor and Convergence of the Wang-Landau Algorithm
Friction at Atomic-Scale Surface Steps: Experiment and Theory
Qualitative explanation of the temperature behaviors of the transport  properties and magnetic susceptibility of high-temperature superconductors in  the normal state
Incoherent Cooper pair tunneling and energy band dynamics in small  Josephson junctions - A study of the Bloch Oscillating Transistor
Bulk and surface switching in Mn-Fe-based Prussian Blue Analogues
Few-electron artificial molecules formed by laterally coupled quantum  rings
Fluctuations relations for semiclassical single-mode laser
Finite Temperature Models of Bose-Einstein Condensation
Fractal geometry of Ising magnetic patterns: signatures of criticality  and diffusive dynamics
Controlling the Kondo Effect in CoCu_n Clusters Atom by Atom
Contact process on a Voronoi triangulation
